date,target_nakes,nakes_vaksin_1,nakes_vaksin_2,nakes_pct_1,nakes_pct_2,target_lansia,lansia_vaksin_1,lansia_vaksin_2,lansia_pct_1,lansia_pct_2,target_public,public_vaksin_1,public_vaksin_2,public_pct_1,public_pct_2,target_indo,indo_vaksin_1,indo_vaksin_2,indo_pct_1,indo_pct_2,
4 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16316272,11872306,0.197,0.118,17327169,172765814,132461594,0.988,0.477,208265720,191136353,146305278,0.918,0.702,
5 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16339184,11901591,0.197,0.118,17327169,173238747,132704235,0.988,0.477,208265720,191632198,146577204,0.920,0.704,
6 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16387508,12046742,0.197,0.118,17327169,173490318,133722899,0.988,0.477,208265720,191932093,147741019,0.922,0.709,
7 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16408991,12094401,0.197,0.118,17327169,173562323,133873820,0.988,0.477,208265720,192025581,147939599,0.922,0.710,
8 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16445757,12170038,0.197,0.118,17327169,173763680,134446302,0.988,0.477,208265720,192263704,148587718,0.923,0.713,
9 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16475172,12202160,0.197,0.118,17327169,173883209,134816384,0.988,0.477,208265720,192412648,148989922,0.924,0.715,
10 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16481142,12210007,0.197,0.118,17327169,173901250,134941494,0.988,0.477,208265720,192436659,149122879,0.924,0.716,
11 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16545574,12294485,0.197,0.118,17327169,174291595,135803360,0.988,0.477,208265720,192891436,150069223,0.926,0.721,
12 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16562611,12322325,0.197,0.118,17327169,174501280,136187546,0.988,0.477,208265720,193118158,150481249,0.927,0.723,
13 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16600182,12359865,0.197,0.118,17327169,174659027,136662707,0.988,0.477,208265720,193313476,150993950,0.928,0.725,
14 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16606806,12393862,0.197,0.118,17327169,174765942,137047374,0.988,0.477,208265720,193427015,151412614,0.929,0.727,
15 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16627502,12411293,0.197,0.118,17327169,174909524,137311091,0.988,0.477,208265720,193591293,151693762,0.930,0.728,
16 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16657724,12437454,0.197,0.118,17327169,175046116,137634999,0.988,0.477,208265720,193758107,152043831,0.930,0.730,
17 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16721011,12497001,0.197,0.118,17327169,175360850,138261209,0.988,0.477,208265720,194136128,152729588,0.932,0.733,
18 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16728793,12508565,0.197,0.118,17327169,175421603,138401973,0.988,0.477,208265720,194204663,152881916,0.932,0.734,
19 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16763059,12603618,0.197,0.118,17327169,175742286,139074402,0.988,0.477,208265720,194559612,153649398,0.934,0.738,
20 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16772499,12619127,0.197,0.118,17327169,175827748,139242044,0.988,0.477,208265720,194654514,153832549,0.935,0.739,
21 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16793497,12714471,0.197,0.118,17327169,175937729,139684231,0.988,0.477,208265720,194785493,154370080,0.935,0.741,
22 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16795727,12718324,0.197,0.118,17327169,175959667,139734020,0.988,0.477,208265720,194809661,154423722,0.935,0.741,
23 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16865313,12846820,0.197,0.118,17327169,176069206,140702609,0.988,0.477,208265720,194988786,155520807,0.936,0.747,
24 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16915855,12922370,0.197,0.118,17327169,176346610,141355096,0.988,0.477,208265720,195316732,156248844,0.938,0.750,
25 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16936557,12954661,0.197,0.118,17327169,176542513,141710296,0.988,0.477,208265720,195533337,156636335,0.939,0.752,
26 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16943556,12964560,0.197,0.118,17327169,176581099,141810674,0.988,0.477,208265720,195578922,156746612,0.939,0.753,
27 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,16999042,13066865,0.197,0.118,17327169,176740051,142661038,0.988,0.477,208265720,195793360,157699281,0.940,0.757,
28 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,17021810,13096789,0.197,0.118,17327169,176881962,142906340,0.988,0.477,208265720,195958039,157974507,0.941,0.759,
29 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,17026899,13105120,0.197,0.118,17327169,176911160,142985519,0.988,0.477,208265720,195992326,158062017,0.941,0.759,
30 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,17079414,13183412,0.197,0.118,17327169,177107190,143675676,0.988,0.477,208265720,196240871,158830466,0.942,0.763,
31 March 2022,1468764,2054267,1971378,1.046,0.956,21553118,17101685,13212338,0.197,0.118,17327169,177286145,143995285,0.988,0.477,208265720,196442097,159179001,0.943,0.764,
1 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17116434,13261708,0.197,0.118,17327169,177548399,144453406,0.988,0.477,208265720,196719100,159686492,0.945,0.767,
2 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17123665,13273099,0.197,0.118,17327169,177599250,144550385,0.988,0.477,208265720,196777182,159794862,0.945,0.767,
3 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17138960,13287273,0.197,0.118,17327169,177668287,144706106,0.988,0.477,208265720,196861514,159964757,0.945,0.768,
4 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17145070,13293511,0.197,0.118,17327169,177672875,144723445,0.988,0.477,208265720,196872212,159988334,0.945,0.768,
5 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17145070,13294721,0.197,0.118,17327169,177680818,144841113,0.988,0.477,208265720,196880155,160107212,0.945,0.769,
6 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17155599,13317803,0.197,0.118,17327169,177703391,144893348,0.988,0.477,208265720,196913257,160182529,0.945,0.769,
7 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17211691,13394445,0.197,0.118,17327169,177887183,145449018,0.988,0.477,208265720,197153141,160814841,0.947,0.772,
8 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17219096,13437938,0.197,0.118,17327169,178040200,145709791,0.988,0.477,208265720,197313563,161119107,0.947,0.774,
9 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17219096,13454586,0.197,0.118,17327169,178131029,145907074,0.988,0.477,208265720,197404392,161333038,0.948,0.775,
10 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17221292,13462646,0.197,0.118,17327169,178155016,145956725,0.988,0.477,208265720,197430575,161390749,0.948,0.775,
11 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17242991,13462646,0.197,0.118,17327169,178208345,146022568,0.988,0.477,208265720,197505603,161456592,0.948,0.775,
12 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17249170,13469679,0.197,0.118,17327169,178296435,146204781,0.988,0.477,208265720,197599872,161645838,0.949,0.776,
13 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17258413,13492800,0.197,0.118,17327169,178351868,146305605,0.988,0.477,208265720,197664548,161769783,0.949,0.777,
14 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17273456,13528358,0.197,0.118,17327169,178441414,146540265,0.988,0.477,208265720,197769137,162040001,0.950,0.778,
15 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17284482,13550050,0.197,0.118,17327169,178610953,146747835,0.988,0.477,208265720,197949702,162269263,0.950,0.779,
16 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17284482,13583421,0.197,0.118,17327169,178761260,147005832,0.988,0.477,208265720,198100009,162560631,0.951,0.781,
17 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17284482,13602530,0.197,0.118,17327169,178853089,147176149,0.988,0.477,208265720,198191838,162750057,0.952,0.781,
18 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17284482,13614384,0.197,0.118,17327169,178909317,147293333,0.988,0.477,208265720,198248066,162879095,0.952,0.782,
19 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17284482,13622875,0.197,0.118,17327169,178949286,147357380,0.988,0.477,208265720,198288035,162951633,0.952,0.782,
20 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17284482,13634215,0.197,0.118,17327169,179050718,147475887,0.988,0.477,208265720,198389467,163081480,0.953,0.783,
21 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17284482,13655418,0.197,0.118,17327169,179190595,147609383,0.988,0.477,208265720,198529344,163236179,0.953,0.784,
22 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17464197,13764716,0.197,0.118,17327169,179136272,147691101,0.988,0.477,208265720,198654736,163427195,0.954,0.785,
23 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17494487,13812859,0.197,0.118,17327169,179215391,147949234,0.988,0.477,208265720,198764145,163733471,0.954,0.786,
24 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17501380,13841835,0.197,0.118,17327169,179296589,148084743,0.988,0.477,208265720,198852236,163897956,0.955,0.787,
25 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17502387,13851366,0.197,0.118,17327169,179351331,148136872,0.988,0.477,208265720,198907985,163959616,0.955,0.787,
26 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17508423,13858871,0.197,0.118,17327169,179413654,148233414,0.988,0.477,208265720,198976344,164063663,0.955,0.788,
27 April 2022,1468764,2054267,1971378,1.046,0.956,21553118,17521556,13886981,0.197,0.118,17327169,179491689,148368047,0.988,0.477,208265720,199067512,164226406,0.956,0.789,
28 April 2022,1468764,2054267,1971572,1.046,0.956,21553118,17534890,13905505,0.197,0.118,17327169,179554912,148498904,0.988,0.477,208265720,199144069,164375981,0.956,0.789,
29 April 2022,1468764,2054267,1971756,1.046,0.956,21553118,17562099,13946325,0.197,0.118,17327169,179617691,148795331,0.988,0.477,208265720,199234057,164713412,0.957,0.791,
30 April 2022,1468764,2054267,1973115,1.046,0.956,21553118,17617531,14007496,0.197,0.118,17327169,179641433,149091623,0.988,0.477,208265720,199313231,165072234,0.957,0.793,
1 May 2022,1468764,2054267,1973115,1.046,0.956,21553118,17649195,14039375,0.197,0.118,17327169,179612105,149217570,0.988,0.477,208265720,199315567,165230060,0.957,0.793,
2 May 2022,1468764,2054267,1973115,1.046,0.956,21553118,17649349,14039588,0.197,0.118,17327169,179613767,149219636,0.988,0.477,208265720,199317383,165232339,0.957,0.793,
3 May 2022,1468764,2054267,1973118,1.046,0.956,21553118,17653156,14055518,0.197,0.118,17327169,179553842,149349125,0.988,0.477,208265720,199261265,165377761,0.957,0.794,
4 May 2022,1468764,2054267,1973204,1.046,0.956,21553118,17653185,14059145,0.197,0.118,17327169,179553813,149393907,0.988,0.477,208265720,199261265,165426256,0.957,0.794,
5 May 2022,1468764,2054267,1973279,1.046,0.956,21553118,17673793,14094460,0.197,0.118,17327169,179547271,149533194,0.988,0.477,208265720,199275331,165600933,0.957,0.795,
6 May 2022,1468764,2054267,1973279,1.046,0.956,21553118,17673907,14095082,0.197,0.118,17327169,179550563,149535228,0.988,0.477,208265720,199278737,165603589,0.957,0.795,
7 May 2022,1468764,2054267,1973279,1.046,0.956,21553118,17676258,14096519,0.197,0.118,17327169,179562119,149546350,0.988,0.477,208265720,199292644,165616148,0.957,0.795,
8 May 2022,1468764,2054267,1973279,1.046,0.956,21553118,17679082,14102813,0.197,0.118,17327169,179574896,149556076,0.988,0.477,208265720,199308245,165632168,0.957,0.795,
9 May 2022,1468764,2054267,1973279,1.046,0.956,21553118,17679082,14102970,0.197,0.118,17327169,179585591,149566566,0.988,0.477,208265720,199318940,165642815,0.957,0.795,
10 May 2022,1468764,2054267,1973279,1.046,0.956,21553118,17679082,14105158,0.197,0.118,17327169,179609463,149581894,0.988,0.477,208265720,199342812,165660331,0.957,0.795,
11 May 2022,1468764,2054267,1973279,1.046,0.956,21553118,17679082,14110166,0.197,0.118,17327169,179636826,149635862,0.988,0.477,208265720,199370175,165719307,0.957,0.796,
12 May 2022,1468764,2054267,1973279,1.046,0.956,21553118,17699764,14148059,0.197,0.118,17327169,179696636,149847797,0.988,0.477,208265720,199450667,165969135,0.958,0.797,
13 May 2022,1468764,2054267,1973279,1.046,0.956,21553118,17700618,14151237,0.197,0.118,17327169,179717906,149870777,0.988,0.477,208265720,199472791,165995293,0.958,0.797,
14 May 2022,1468764,2054267,1973284,1.046,0.956,21553118,17712039,14161331,0.197,0.118,17327169,179752228,149950166,0.988,0.477,208265720,199518534,166084781,0.958,0.797,
15 May 2022,1468764,2054267,1974818,1.046,0.956,21553118,17716879,14173582,0.197,0.118,17327169,179803659,150036925,0.988,0.477,208265720,199574805,166185325,0.958,0.798,
16 May 2022,1468764,2054267,1975019,1.046,0.956,21553118,17724603,14184799,0.197,0.118,17327169,179828104,150094573,0.988,0.477,208265720,199606974,166254391,0.958,0.798,
17 May 2022,1468764,2054267,1975019,1.046,0.956,21553118,17725889,14188999,0.197,0.118,17327169,179864315,150126740,0.988,0.477,208265720,199644471,166290758,0.959,0.798,
18 May 2022,1468764,2054267,1975022,1.046,0.956,21553118,17727117,14192118,0.197,0.118,17327169,179887087,150150327,0.988,0.477,208265720,199668471,166317467,0.959,0.799,
19 May 2022,1468764,2054267,1975332,1.046,0.956,21553118,17739117,14212853,0.197,0.118,17327169,179948418,150304089,0.988,0.477,208265720,199741802,166492274,0.959,0.799,
20 May 2022,1468764,2054267,1975596,1.046,0.956,21553118,17739117,14232384,0.197,0.118,17327169,180005327,150424722,0.988,0.477,208265720,199798711,166632702,0.959,0.800,
21 May 2022,1468764,2054267,1975656,1.046,0.956,21553118,17741437,14237997,0.197,0.118,17327169,180024638,150462893,0.988,0.477,208265720,199820342,166676546,0.959,0.800,
22 May 2022,1468764,2054267,1975894,1.046,0.956,21553118,17748834,14259858,0.197,0.118,17327169,180059615,150559123,0.988,0.477,208265720,199862716,166794875,0.960,0.801,
23 May 2022,1468764,2054267,1976221,1.046,0.956,21553118,17752514,14267429,0.197,0.118,17327169,180081028,150602862,0.988,0.477,208265720,199887809,166846512,0.960,0.801,
24 May 2022,1468764,2054267,1976420,1.046,0.956,21553118,17761221,14291537,0.197,0.118,17327169,180139582,150703916,0.988,0.477,208265720,199955070,166971873,0.960,0.802,
25 May 2022,1468764,2054267,1976894,1.046,0.956,21553118,17766042,14306466,0.197,0.118,17327169,180195436,150785020,0.988,0.477,208265720,200015745,167068380,0.960,0.802,
26 May 2022,1468764,2054267,1976894,1.046,0.956,21553118,17770515,14312534,0.197,0.118,17327169,180221271,150820713,0.988,0.477,208265720,200046053,167110141,0.961,0.802,
27 May 2022,1468764,2054267,1976894,1.046,0.956,21553118,17782040,14323841,0.197,0.118,17327169,180276555,150897402,0.988,0.477,208265720,200112862,167198137,0.961,0.803,
28 May 2022,1468764,2054267,1976920,1.046,0.956,21553118,17783623,14332358,0.197,0.118,17327169,180325636,150955111,0.988,0.477,208265720,200163526,167264389,0.961,0.803,
29 May 2022,1468764,2054267,1977030,1.046,0.956,21553118,17791184,14333642,0.197,0.118,17327169,180352737,151014458,0.988,0.477,208265720,200198188,167325130,0.961,0.803,
30 May 2022,1468764,2054267,1977034,1.046,0.956,21553118,17792141,14334373,0.197,0.118,17327169,180355774,151018725,0.988,0.477,208265720,200202182,167330132,0.961,0.803,
31 May 2022,1468764,2054267,1977160,1.046,0.956,21553118,17805280,14348415,0.197,0.118,17327169,180407861,151095235,0.988,0.477,208265720,200267408,167420810,0.962,0.804,
1 June 2022,1468764,2054267,1977184,1.046,0.956,21553118,17807928,14350720,0.197,0.118,17327169,180417571,151108614,0.988,0.477,208265720,200279766,167436518,0.962,0.804,
2 June 2022,1468764,2054267,1977326,1.046,0.956,21553118,17812957,14360025,0.197,0.118,17327169,180460601,151169894,0.988,0.477,208265720,200327825,167507245,0.962,0.804,
3 June 2022,1468764,2054267,1977434,1.046,0.956,21553118,17818684,14369681,0.197,0.118,17327169,180498166,151218538,0.988,0.477,208265720,200371117,167565653,0.962,0.805,
4 June 2022,1468764,2054267,1977547,1.046,0.956,21553118,17824778,14370215,0.197,0.118,17327169,180532644,151266214,0.988,0.477,208265720,200411689,167613976,0.962,0.805,
5 June 2022,1468764,2054267,1977703,1.046,0.956,21553118,17831681,14385741,0.197,0.118,17327169,180586577,151335584,0.988,0.477,208265720,200472525,167699028,0.963,0.805,
6 June 2022,1468764,2054267,1977703,1.046,0.956,21553118,17831921,14386030,0.197,0.118,17327169,180589084,151336673,0.988,0.477,208265720,200475272,167700406,0.963,0.805,
7 June 2022,1468764,2054267,1977806,1.046,0.956,21553118,17838513,14392610,0.197,0.118,17327169,180619735,151383393,0.988,0.477,208265720,200512515,167753809,0.963,0.805,
8 June 2022,1468764,2054267,1977999,1.046,0.956,21553118,17862936,14406882,0.197,0.118,17327169,180764700,151474677,0.988,0.477,208265720,200681903,167859558,0.964,0.806,
9 June 2022,1468764,2054267,1978108,1.046,0.956,21553118,17870197,14415252,0.197,0.118,17327169,180807656,151528837,0.988,0.477,208265720,200732120,167922197,0.964,0.806,
10 June 2022,1468764,2054267,1978137,1.046,0.956,21553118,17873634,14419229,0.197,0.118,17327169,180826817,151551304,0.988,0.477,208265720,200754718,167948670,0.964,0.806,
11 June 2022,1468764,2054267,1978259,1.046,0.956,21553118,17879600,14425248,0.197,0.118,17327169,180864992,151601283,0.988,0.477,208265720,200798859,168004790,0.964,0.807,
12 June 2022,1468764,2054267,1978358,1.046,0.956,21553118,17889724,14435339,0.197,0.118,17327169,180901775,151654919,0.988,0.477,208265720,200845766,168068616,0.964,0.807,
13 June 2022,1468764,2054267,1978386,1.046,0.956,21553118,17892497,14438435,0.197,0.118,17327169,180919964,151679605,0.988,0.477,208265720,200866728,168096426,0.964,0.807,
14 June 2022,1468764,2054267,1978412,1.046,0.956,21553118,17894718,14440998,0.197,0.118,17327169,180933077,151691821,0.988,0.477,208265720,200882062,168111231,0.965,0.807,
15 June 2022,1468764,2054267,1978573,1.046,0.956,21553118,17895810,14449558,0.197,0.118,17327169,180991563,151755811,0.988,0.477,208265720,200941640,168183942,0.965,0.808,
16 June 2022,1468764,2054267,1978723,1.046,0.956,21553118,17906473,14468872,0.197,0.118,17327169,181039820,151804200,0.988,0.477,208265720,201000560,168251795,0.965,0.808,
17 June 2022,1468764,2054267,1978939,1.046,0.956,21553118,17917932,14480856,0.197,0.118,17327169,181123513,151918731,0.988,0.477,208265720,201095712,168378526,0.966,0.808,
18 June 2022,1468764,2054267,1979047,1.046,0.956,21553118,17926154,14480555,0.197,0.118,17327169,181150683,151969468,0.988,0.477,208265720,201131104,168429070,0.966,0.809,
19 June 2022,1468764,2054267,1979079,1.046,0.956,21553118,17928235,14482859,0.197,0.118,17327169,181162991,151985800,0.988,0.477,208265720,201145493,168447738,0.966,0.809,
20 June 2022,1468764,2054267,1979194,1.046,0.956,21553118,17934043,14494016,0.197,0.118,17327169,181188928,152030202,0.988,0.477,208265720,201177238,168503412,0.966,0.809,
21 June 2022,1468764,2054267,1979204,1.046,0.956,21553118,17934759,14495134,0.197,0.118,17327169,181198469,152037222,0.988,0.477,208265720,201187495,168511560,0.966,0.809,
22 June 2022,1468764,2054267,1979371,1.046,0.956,21553118,17947835,14504254,0.197,0.118,17327169,181240589,152106420,0.988,0.477,208265720,201242691,168590045,0.966,0.809,
23 June 2022,1468764,2054267,1979390,1.046,0.956,21553118,17949042,14506407,0.197,0.118,17327169,181255819,152118429,0.988,0.477,208265720,201259128,168604226,0.966,0.810,
24 June 2022,1468764,2054267,1979498,1.046,0.956,21553118,17954453,14512709,0.197,0.118,17327169,181288026,152168767,0.988,0.477,208265720,201296746,168660974,0.967,0.810,
25 June 2022,1468764,2054267,1979659,1.046,0.956,21553118,17959834,14523885,0.197,0.118,17327169,181313551,152229028,0.988,0.477,208265720,201327652,168732572,0.967,0.810,
26 June 2022,1468764,2054267,1979860,1.046,0.956,21553118,17964405,14529454,0.197,0.118,17327169,181333021,152275838,0.988,0.477,208265720,201351693,168785152,0.967,0.810,
27 June 2022,1468764,2054267,1979940,1.046,0.956,21553118,17967790,14533274,0.197,0.118,17327169,181346440,152312782,0.988,0.477,208265720,201368497,168825996,0.967,0.811,
28 June 2022,1468764,2054267,1980012,1.046,0.956,21553118,17969037,14537675,0.197,0.118,17327169,181371267,152352740,0.988,0.477,208265720,201394571,168870427,0.967,0.811,
29 June 2022,1468764,2054267,1980193,1.046,0.956,21553118,17978042,14552074,0.197,0.118,17327169,181421863,152432599,0.988,0.477,208265720,201454172,168964866,0.967,0.811,
30 June 2022,1468764,2054267,1980224,1.046,0.956,21553118,17979750,14554522,0.197,0.118,17327169,181438839,152446150,0.988,0.477,208265720,201472856,168980896,0.967,0.811,
1 July 2022,1468764,2054267,1980448,1.046,0.956,21553118,17988102,14564947,0.197,0.118,17327169,181492426,152526470,0.988,0.477,208265720,201534795,169071865,0.968,0.812,
